tested_positive,tested_negative,tested_total,in_isolation,pending_result,recovered,deaths,source,updated_at,latest_sit_report_type,latest_sit_report_id,latest_sit_report_no,latest_sit_report_date,latest_sit_report_url,latest_sit_report_created_at,latest_sit_report_updated_at,latest_sit_report_v
30,7987,8017,117,268,2,0,https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2Fmohpnep%2Fvideos%2F3501713873177797%2F&show_text=0&width=560,2020-04-18T00:00:00.000Z,MOHP,5e99b77ad713816585222564,68,५ बैशाख २०७७,https://drive.google.com/file/d/1lbGXkFvBReNGDQ-_2MDBjD7lbZjFF2Mm/view,2020-04-17T14:04:42.901Z,2020-04-17T14:04:42.901Z,0
